Date,Open,High,Low,Close,Adj Close,Volume
2022-02-17,0.879250,0.882800,0.878200,0.879100,0.879100,0
2022-02-18,0.879980,0.883720,0.878990,0.879780,0.879780,0
2022-02-21,0.883600,0.883850,0.878300,0.883610,0.883610,0
2022-02-22,0.884200,0.885810,0.879990,0.884200,0.884200,0
2022-02-23,0.882570,0.884380,0.880300,0.882680,0.882680,0
2022-02-24,0.884490,0.900050,0.884490,0.884510,0.884510,0
2022-02-25,0.893590,0.895410,0.887620,0.893600,0.893600,0
2022-02-28,0.894370,0.897410,0.889320,0.894370,0.894370,0
2022-03-01,0.891690,0.900730,0.890300,0.891590,0.891590,0
2022-03-02,0.898390,0.904280,0.897510,0.898250,0.898250,0
2022-03-03,0.899800,0.905810,0.899600,0.899900,0.899900,0
2022-03-04,0.903400,0.918270,0.903400,0.903600,0.903600,0
2022-03-07,0.919630,0.925190,0.914850,0.919580,0.919580,0
2022-03-08,0.920000,0.921560,0.915570,0.920360,0.920360,0
2022-03-09,0.917360,0.917610,0.901620,0.917580,0.917580,0
2022-03-10,0.903070,0.910570,0.899590,0.903030,0.903030,0
2022-03-11,0.908090,0.914520,0.905640,0.907940,0.907940,0
2022-03-14,0.914700,0.917220,0.910170,0.914740,0.914740,0
2022-03-15,0.913630,0.914120,0.907580,0.913810,0.913810,0
2022-03-16,0.911800,0.912760,0.905900,0.911630,0.911630,0
2022-03-17,0.907240,0.907340,0.900050,0.907280,0.907280,0
2022-03-18,0.900990,0.908650,0.899450,0.900940,0.900940,0
2022-03-21,0.905620,0.906940,0.903610,0.905540,0.905540,0
2022-03-22,0.907740,0.912280,0.905330,0.907670,0.907670,0
2022-03-23,0.906610,0.911930,0.905633,0.906640,0.906640,0
2022-03-24,0.908570,0.911580,0.907990,0.908570,0.908570,0
2022-03-25,0.908350,0.910500,0.905900,0.908300,0.908300,0
2022-03-28,0.910590,0.913630,0.909360,0.910590,0.910590,0
2022-03-29,0.909600,0.911540,0.897960,0.909600,0.909600,0
2022-03-30,0.901590,0.901790,0.895255,0.901590,0.901590,0
2022-03-31,0.895910,0.903016,0.894210,0.895910,0.895910,0
2022-04-01,0.903150,0.906640,0.902900,0.903150,0.903150,0
2022-04-04,0.905200,0.910670,0.904400,0.905200,0.905200,0
2022-04-05,0.911090,0.915640,0.909800,0.911090,0.911090,0
2022-04-06,0.916890,0.919480,0.914290,0.916890,0.916890,0
2022-04-07,0.917580,0.920200,0.914490,0.917580,0.917580,0
2022-04-08,0.920400,0.922770,0.918110,0.920400,0.920400,0
2022-04-11,0.918700,0.919570,0.914680,0.918700,0.918700,0
2022-04-12,0.919290,0.921500,0.917100,0.919290,0.919290,0
2022-04-13,0.923690,0.925040,0.919640,0.923690,0.923690,0
2022-04-14,0.917720,0.929490,0.915530,0.917720,0.917720,0
2022-04-15,0.924130,0.926030,0.923920,0.924130,0.924130,0
2022-04-18,0.924620,0.927330,0.924570,0.924620,0.924620,0
2022-04-19,0.927490,0.929200,0.924890,0.927490,0.927490,0
2022-04-20,0.926400,0.927230,0.920200,0.926400,0.926400,0
2022-04-21,0.921670,0.923840,0.914520,0.921670,0.921670,0
2022-04-22,0.922920,0.928260,0.921300,0.922920,0.922920,0
2022-04-25,0.924980,0.934550,0.924880,0.924980,0.924980,0
2022-04-26,0.933340,0.939440,0.931200,0.933340,0.933340,0
2022-04-27,0.939530,0.950870,0.938400,0.939530,0.939530,0
2022-04-28,0.947410,0.954850,0.946770,0.947410,0.947410,0
2022-04-29,0.952000,0.951890,0.944250,0.952000,0.952000,0
2022-05-02,0.949130,0.952020,0.946280,0.949130,0.949130,0
2022-05-03,0.951560,0.952890,0.945390,0.951560,0.951560,0
2022-05-04,0.949800,0.951790,0.946400,0.949800,0.949800,0
2022-05-05,0.941400,0.951960,0.939850,0.941400,0.941400,0
2022-05-06,0.948790,0.953710,0.943540,0.948790,0.948790,0
2022-05-09,0.949470,0.952690,0.945880,0.949470,0.949470,0
2022-05-10,0.946450,0.949910,0.944660,0.946450,0.946450,0
2022-05-11,0.949400,0.951740,0.945570,0.949400,0.949400,0
2022-05-12,0.951250,0.963990,0.949690,0.951250,0.951250,0
2022-05-13,0.963430,0.966000,0.959750,0.963430,0.963430,0
2022-05-16,0.961480,0.962340,0.958040,0.961480,0.961480,0
2022-05-17,0.957950,0.958550,0.947530,0.957950,0.957950,0
2022-05-18,0.948060,0.953070,0.946600,0.948060,0.948060,0
2022-05-19,0.954860,0.955470,0.943570,0.954860,0.954860,0
2022-05-20,0.945270,0.948670,0.943500,0.945270,0.945270,0
2022-05-23,0.946090,0.946190,0.935430,0.946090,0.946090,0
2022-05-24,0.936150,0.937910,0.930550,0.936150,0.936150,0
2022-05-25,0.931400,0.939490,0.931400,0.931400,0.931400,0
2022-05-26,0.935750,0.937690,0.932080,0.935750,0.935750,0
2022-05-27,0.931710,0.934750,0.928930,0.931710,0.931710,0
2022-05-30,0.931840,0.932190,0.927200,0.931840,0.931840,0
2022-05-31,0.928200,0.936140,0.928080,0.928200,0.928200,0
2022-06-01,0.931610,0.940580,0.931390,0.931610,0.931610,0
2022-06-02,0.938600,0.939350,0.931230,0.938600,0.938600,0
2022-06-03,0.930140,0.934000,0.928900,0.930140,0.930140,0
2022-06-06,0.932310,0.935800,0.930000,0.932310,0.932310,0
2022-06-07,0.935330,0.938720,0.933800,0.935330,0.935330,0
2022-06-08,0.934700,0.936920,0.930380,0.934700,0.934700,0
2022-06-09,0.933040,0.939220,0.928500,0.933040,0.933040,0
2022-06-10,0.941690,0.951680,0.939660,0.941690,0.941690,0
2022-06-13,0.953290,0.959780,0.952600,0.953290,0.953290,0
2022-06-14,0.960140,0.961700,0.953980,0.960140,0.960140,0
2022-06-15,0.957800,0.962810,0.951730,0.957800,0.957800,0
2022-06-16,0.956370,0.963150,0.949640,0.956370,0.956370,0
2022-06-17,0.948150,0.957340,0.947710,0.948150,0.948150,0
2022-06-20,0.953160,0.953620,0.948300,0.953160,0.953160,0
2022-06-21,0.950500,0.951090,0.945010,0.950500,0.950500,0
2022-06-22,0.949430,0.954940,0.943140,0.949430,0.949430,0
2022-06-23,0.946600,0.953790,0.945120,0.946600,0.946600,0
2022-06-24,0.950560,0.951140,0.946150,0.950560,0.950560,0
2022-06-27,0.946420,0.947790,0.942130,0.946420,0.946420,0
2022-06-28,0.945100,0.951860,0.942950,0.945100,0.945100,0
2022-06-29,0.950250,0.955290,0.949100,0.950250,0.950250,0
2022-06-30,0.957250,0.963030,0.954310,0.957250,0.957250,0
2022-07-01,0.954410,0.964330,0.954390,0.954410,0.954410,0
2022-07-04,0.958410,0.959870,0.955700,0.958410,0.958410,0
2022-07-05,0.958480,0.976820,0.957070,0.958480,0.958480,0
2022-07-06,0.974880,0.984040,0.973340,0.974880,0.974880,0
2022-07-07,0.981700,0.984900,0.978550,0.981700,0.981700,0
2022-07-08,0.983300,0.992090,0.981250,0.983300,0.983300,0
2022-07-11,0.983660,0.994600,0.983500,0.983660,0.983660,0
2022-07-12,0.995270,0.999890,0.992670,0.995270,0.995270,0
2022-07-13,0.996700,1.000110,0.988510,0.996700,0.996700,0
2022-07-14,0.996740,1.004660,0.995100,0.996740,0.996740,0
2022-07-15,0.997440,0.998940,0.990300,0.997440,0.997440,0
2022-07-18,0.990460,0.991830,0.980500,0.990460,0.990460,0
2022-07-19,0.985690,0.987590,0.973880,0.985690,0.985690,0
2022-07-20,0.977390,0.982710,0.973530,0.977390,0.977390,0
2022-07-21,0.982050,0.983950,0.973200,0.982050,0.982050,0
2022-07-22,0.978370,0.986780,0.975120,0.978370,0.978370,0
2022-07-25,0.980370,0.982260,0.975000,0.980370,0.980370,0
2022-07-26,0.978000,0.988730,0.975700,0.978000,0.978000,0
2022-07-27,0.987210,0.989370,0.983100,0.987210,0.987210,0
2022-07-28,0.979500,0.988560,0.977220,0.979500,0.979500,0
2022-07-29,0.981130,0.985360,0.975250,0.981130,0.981130,0
2022-08-01,0.979600,0.979470,0.973000,0.979600,0.979600,0
2022-08-02,0.974530,0.981960,0.971520,0.974530,0.974530,0
2022-08-03,0.984670,0.987830,0.979660,0.984670,0.984670,0
2022-08-04,0.984480,0.984640,0.977280,0.984480,0.984480,0
2022-08-05,0.975820,0.985840,0.975700,0.975820,0.975820,0
2022-08-08,0.983200,0.984250,0.978300,0.983200,0.983200,0
2022-08-09,0.980620,0.981430,0.975900,0.980620,0.980620,0
2022-08-10,0.979610,0.980100,0.964400,0.979610,0.979610,0
2022-08-11,0.970800,0.973110,0.964700,0.970800,0.970800,0
2022-08-12,0.969300,0.976600,0.968300,0.969300,0.969300,0
2022-08-15,0.975000,0.982100,0.973980,0.975000,0.975000,0
2022-08-16,0.984060,0.987810,0.980930,0.984060,0.984060,0
2022-08-17,0.983220,0.985410,0.980600,0.983220,0.983220,0
2022-08-18,0.982300,0.988810,0.981000,0.982300,0.982300,0
2022-08-19,0.991090,0.996390,0.988900,0.991090,0.991090,0
2022-08-22,0.996490,1.007280,0.995200,0.996490,0.996490,0
2022-08-23,1.006090,1.009780,0.998100,1.006090,1.006090,0
2022-08-24,1.003320,1.008880,1.000180,1.003320,1.003320,0
2022-08-25,1.003100,1.004340,0.996950,1.003100,1.003100,0
2022-08-26,1.002880,1.005300,0.991250,1.002880,1.002880,0
2022-08-29,1.006170,1.008580,0.996900,1.006170,1.006170,0
2022-08-30,0.998600,1.001660,0.994800,0.998600,0.998600,0
2022-08-31,0.997500,1.002840,0.992320,0.997500,0.997500,0
2022-09-01,0.996110,1.008330,0.995440,0.996110,0.996110,0
2022-09-02,1.004790,1.004900,0.996680,1.004790,1.004790,0
2022-09-05,1.009140,1.012060,1.005680,1.009140,1.009140,0
2022-09-06,1.004800,1.013670,1.001470,1.004800,1.004800,0
2022-09-07,1.010310,1.012370,1.004500,1.010310,1.010310,0
2022-09-08,1.000430,1.006700,0.997100,1.000430,1.000430,0
2022-09-09,0.998800,0.999070,0.988900,0.998800,0.998800,0
2022-09-12,0.992910,0.993570,0.980700,0.992910,0.992910,0
2022-09-13,0.987210,1.000420,0.981600,0.987210,0.987210,0
2022-09-14,1.001800,1.003650,0.997730,1.001800,1.001800,0
2022-09-15,1.001600,1.004270,0.998210,1.001600,1.001600,0
2022-09-16,1.001170,1.005450,0.996450,1.001170,1.001170,0
2022-09-19,0.997770,1.003330,0.997200,0.997770,0.997770,0
2022-09-20,0.997050,1.004310,0.995000,0.997050,0.997050,0
2022-09-21,1.002930,1.013260,1.002600,1.002930,1.002930,0
2022-09-22,1.017220,1.019260,1.009470,1.017220,1.017220,0
2022-09-23,1.016100,1.030510,1.015000,1.016100,1.016100,0
2022-09-26,1.032000,1.043590,1.030940,1.032000,1.032000,0
2022-09-27,1.039100,1.042260,1.034120,1.039100,1.039100,0
2022-09-28,1.042080,1.048200,1.032390,1.042080,1.042080,0
2022-09-29,1.030060,1.037530,1.021730,1.030060,1.030060,0
2022-09-30,1.017340,1.027110,1.015230,1.017340,1.017340,0
2022-10-03,1.021170,1.025260,1.015820,1.021170,1.021170,0
2022-10-04,1.017080,1.019710,1.001990,1.017080,1.017080,0
2022-10-05,1.001570,1.016730,1.000580,1.001570,1.001570,0
2022-10-06,1.008980,1.021520,1.007420,1.008980,1.008980,0
2022-10-07,1.021550,1.027570,1.018740,1.021550,1.021550,0
2022-10-10,1.027220,1.032790,1.025400,1.027220,1.027220,0
2022-10-11,1.029860,1.033700,1.024790,1.029860,1.029860,0
2022-10-12,1.030910,1.034160,1.027430,1.030910,1.030910,0
2022-10-13,1.030080,1.037780,1.020920,1.030080,1.030080,0
2022-10-14,1.025500,1.029920,1.020010,1.025500,1.025500,0
2022-10-17,1.026760,1.028330,1.015530,1.026760,1.026760,0
2022-10-18,1.015600,1.018890,1.012800,1.015600,1.015600,0
2022-10-19,1.013800,1.024570,1.013480,1.013800,1.013800,0
2022-10-20,1.023910,1.025060,1.015730,1.023910,1.023910,0
2022-10-21,1.022610,1.030150,1.014510,1.022610,1.022610,0
2022-10-24,1.014190,1.019480,1.011160,1.014190,1.014190,0
2022-10-25,1.011480,1.015000,1.002470,1.011480,1.011480,0
2022-10-26,1.003640,1.005570,0.992010,1.003640,1.003640,0
2022-10-27,0.990890,1.002360,0.990600,0.990890,0.990890,0
2022-10-28,1.003230,1.006900,1.000100,1.003230,1.003230,0
2022-10-31,1.004520,1.012810,1.003200,1.004520,1.004520,0
2022-11-01,1.011500,1.013980,1.004860,1.011500,1.011500,0
2022-11-02,1.012360,1.013420,1.008720,1.012360,1.012360,0
2022-11-03,1.018910,1.027620,1.016300,1.018910,1.018910,0
2022-11-04,1.025680,1.025800,1.006220,1.025680,1.025680,0
2022-11-07,1.007170,1.008120,0.999500,1.007170,1.007170,0
2022-11-08,0.998140,1.002400,0.990670,0.998140,0.998140,0
2022-11-09,0.991980,0.998750,0.991200,0.991980,0.991980,0
2022-11-10,0.998050,1.006260,0.982030,0.998050,0.998050,0
2022-11-11,0.981140,0.983650,0.967270,0.981140,0.981140,0
2022-11-14,0.968190,0.973370,0.966160,0.968190,0.968190,0
2022-11-15,0.969060,0.969570,0.954610,0.969060,0.969060,0
2022-11-16,0.965450,0.967450,0.958100,0.965450,0.965450,0
2022-11-17,0.962000,0.969980,0.961010,0.962000,0.962000,0
2022-11-18,0.965090,0.968240,0.961920,0.965090,0.965090,0
2022-11-21,0.967970,0.977800,0.967750,0.967970,0.967970,0
2022-11-22,0.976020,0.976240,0.971800,0.976020,0.976020,0
2022-11-23,0.969830,0.971050,0.963200,0.969830,0.969830,0
2022-11-24,0.960040,0.963050,0.957100,0.960040,0.960040,0
2022-11-25,0.960790,0.965610,0.958860,0.960790,0.960790,0
2022-11-28,0.964550,0.966890,0.952680,0.964550,0.964550,0
2022-11-29,0.966600,0.968480,0.962080,0.966600,0.966600,0
2022-11-30,0.968570,0.971600,0.962040,0.968570,0.968570,0
2022-12-01,0.959200,0.961730,0.949540,0.959200,0.959200,0
2022-12-02,0.949810,0.958390,0.948300,0.949810,0.949810,0
2022-12-05,0.948390,0.953070,0.943920,0.948390,0.948390,0
2022-12-06,0.952660,0.954470,0.949480,0.952660,0.952660,0
2022-12-07,0.955200,0.957510,0.948210,0.955200,0.955200,0
2022-12-08,0.951180,0.953140,0.946690,0.951180,0.951180,0
2022-12-09,0.947000,0.950570,0.944430,0.947000,0.947000,0
2022-12-12,0.950370,0.951740,0.945250,0.950370,0.950370,0
2022-12-13,0.948610,0.949730,0.937300,0.948610,0.948610,0
2022-12-14,0.941030,0.941610,0.937220,0.941030,0.941030,0
2022-12-15,0.936650,0.942740,0.932350,0.936650,0.936650,0
2022-12-16,0.939800,0.943450,0.937800,0.939800,0.939800,0
2022-12-19,0.944730,0.945430,0.938174,0.944730,0.944730,0
2022-12-20,0.942100,0.945120,0.938480,0.942100,0.942100,0
2022-12-21,0.941000,0.943660,0.939540,0.941000,0.941000,0
2022-12-22,0.942500,0.944820,0.938310,0.942500,0.942500,0
2022-12-23,0.943100,0.944470,0.940630,0.943100,0.943100,0
2022-12-26,0.937400,0.942600,0.940100,0.937400,0.937400,0
2022-12-27,0.939830,0.942290,0.937295,0.939830,0.939830,0
2022-12-28,0.940100,0.942160,0.936830,0.940100,0.940100,0
2022-12-29,0.940800,0.942300,0.937190,0.940800,0.940800,0
2022-12-30,0.938020,0.939920,0.934760,0.938020,0.938020,0
